Avg.Latency,Avg.Packetloss,misc_fact1,misc_fact2,misc_fact3,misc_fact4,misc_fact5,sw_fact1,sw_fact2,sw_fact3,sw_fact4,Domain Regn. date,Domain Existance date,Orgn.Regn.date,Avg.Throughput,hw_fact1,hw_fact2,hw_fact3,Sum_Desc
220,0.078400228885659,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-07-17,2003-10-06,2001-09-04,20.3145531863197,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
749,1.87025572695314,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-01-09,2005-10-25,2003-11-13,60.0438629171535,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
391,0.582231053008993,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2016-08-17,2017-11-16,2015-12-20,88.3049190329434,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
753,0.304427857917997,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-02-21,2017-11-24,2015-06-05,83.2820720378996,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
432,1.22774830212229,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-05-15,2007-01-28,2004-03-24,49.672379821703,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
635,2.54274667733547,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2016-04-12,2016-08-15,2015-10-06,52.6467801766326,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
136,1.29838130121372,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2001-06-20,2001-08-19,2000-07-02,33.3288197470991,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
659,2.99153897296821,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2013-05-08,2013-07-24,2012-11-28,69.5475443179258,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
606,2.20731667772297,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2010-04-13,2011-06-14,2008-11-11,28.1476811032553,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
49,1.27096803870472,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-05-14,2019-01-02,2016-12-07,46.0023035208137,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
733,0.152358572046834,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2011-06-29,2011-10-29,2010-02-28,121.032768098492,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
595,2.93435253223084,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2005-02-08,2007-01-02,2004-01-07,109.016216684766,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
752,0.563259434585768,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2000-03-07,2000-04-07,1999-12-01,23.8446424652784,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
596,1.19866082908699,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2001-01-19,2002-01-12,1999-10-09,108.030031885766,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
92,2.1618952302135,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-08-13,2005-05-22,2002-09-22,49.1646068542929,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
38,1.38322265892709,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-08-19,2012-05-15,2011-03-13,45.3893953193718,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
182,1.30914573273253,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-05-13,2008-03-25,2006-06-22,64.4602759150394,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomMostLikely
352,0.492512935035872,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2013-09-15,2014-12-14,2013-06-26,58.125510362889,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
528,0.700340486006356,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2013-07-25,2015-05-14,2012-04-02,62.3552143272086,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
148,0.550095050460433,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2012-07-17,2012-10-18,2012-03-24,68.1840077522563,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
58,1.56731938274282,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2017-07-30,2019-01-02,2016-08-20,112.510560939775,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
402,0.510649079725954,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2002-09-16,2003-10-07,2000-12-20,28.8602673321217,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
654,0.926132634095376,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2001-01-01,2001-08-03,2000-06-25,49.0503770205332,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
580,1.55027046315888,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-11-13,2006-06-01,2005-07-29,20.0345532805497,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
292,1.14666530981473,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-10-31,2008-01-22,2006-05-11,162.084475901318,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
166,1.81784314449117,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-10-30,2017-09-23,2015-05-01,84.0568915405666,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
425,1.63423698033682,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2007-11-12,2009-09-20,2006-07-11,55.027944469086,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
376,2.48118414757333,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-02-14,2014-05-19,2013-08-11,48.2866959126061,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
327,2.92059542718853,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-12-12,2016-10-18,2013-11-17,85.4401980849159,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
171,1.46950260870952,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2013-03-06,2015-02-02,2011-08-20,140.067494590921,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
502,1.87979493013582,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2003-03-04,2003-06-24,2002-01-22,31.0064374733524,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
365,2.33992676278523,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2017-05-26,2018-10-01,2016-01-16,105.993108982982,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
712,2.17710699280917,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2004-09-13,2005-06-19,2004-07-22,77.0358706456504,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
659,2.05119718142714,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2011-03-05,2012-09-28,2010-05-04,56.6213140873046,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
375,2.9289923212744,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-02-19,2008-05-09,2006-11-21,33.6587285712709,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
504,2.64483060466579,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-02-05,2012-07-12,2010-12-08,157.011135716552,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
470,1.89841662051853,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2008-12-30,2010-03-09,2008-03-02,17.8614614233052,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
426,1.36147883395762,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,1999-12-22,2000-07-02,1998-07-31,175.757119486085,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
791,1.27606861953237,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-11-17,2005-12-14,2004-07-10,48.0101126404796,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
273,0.586164902575393,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-09-13,2008-10-25,2005-11-19,88.25657191716,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomMostLikely
750,0.008132110528904,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2015-01-30,2015-03-17,2013-05-14,47.8868667011266,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
326,0.17822225477043,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2004-07-04,2004-12-30,2004-06-25,17.9041021703578,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
269,0.293881122341846,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2008-06-02,2009-03-22,2007-08-18,38.5949519189707,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
540,0.846533637994137,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2008-07-06,2010-05-01,2006-11-10,120.729797998749,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
139,2.38571959085154,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2008-09-13,2010-04-21,2007-05-21,165.439317646954,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
653,0.964422727307561,InCompatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2005-10-05,2007-05-07,2003-12-25,129.484812651936,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
219,2.8784615234171,Compatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2003-05-28,2003-12-15,2002-10-21,47.3329069209837,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
296,0.868149318795966,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-01-05,2006-06-15,2004-08-16,128.736288182915,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
77,2.29506203772835,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2006-01-18,2007-02-01,2004-08-05,31.1763019816802,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
548,1.56684932889687,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1999-09-13,1999-11-21,1998-06-23,79.5857846726626,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
518,0.640895361207988,Compatiable,UnAuthorizedAccess,OverSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2018-09-09,2020-03-09,2017-02-19,101.039396172465,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
57,0.295204479657445,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2006-03-15,2006-06-13,2005-08-09,113.02265902992,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
66,1.05712340190528,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2019-04-29,2021-03-13,2017-06-02,55.1449692196982,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
277,0.080960656697257,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2017-04-29,2018-12-09,2016-04-06,98.2673103701319,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
107,1.57392820430189,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2009-03-07,2009-10-05,2007-10-09,50.888408327404,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
680,2.7989277001108,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2013-10-31,2015-02-17,2012-05-28,105.368381150017,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
613,1.25776352242734,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2016-09-02,2017-06-17,2016-05-20,73.317005106521,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
521,1.1436742779539,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-12-01,2002-10-21,2000-06-21,61.3461242161979,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
452,0.801595053153668,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2000-09-08,2001-01-03,1998-12-30,58.8872103320058,Hardwarecompatiability,GoodRouter,ManyDevices,AnomLikely
547,0.642026285922598,InCompatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2016-07-21,2017-09-20,2015-07-07,80.9227275987229,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
612,1.21265989287853,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2015-05-19,2017-01-31,2013-08-14,53.372523276215,Hardwarecompatiability,GoodRouter,ReasonableDevices,NoAnomaly
144,2.71026493110236,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2000-03-31,2000-07-07,2000-01-13,63.647548064602,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
262,2.29348756959619,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2001-11-01,2003-02-07,2000-12-11,44.5534942688239,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
391,2.04210333765894,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2018-07-25,2019-02-22,2016-12-18,133.814862670183,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
33,0.815127454867296,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2012-10-12,2013-05-23,2010-12-02,66.2117841129906,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
514,1.56471838863831,InCompatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2006-03-06,2006-11-20,2005-10-15,58.2070560716892,HardwareIncompatiability,OutdatedRouter,ManyDevices,AnomLikely
679,2.03726997445229,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2000-02-21,2000-07-22,1998-06-07,137.002631838245,HardwareIncompatiability,GoodRouter,ReasonableDevices,NoAnomaly
340,0.554452631622987,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2007-02-13,2008-02-25,2007-01-09,83.841430013925,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
459,1.20045709744807,Compatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,1998-09-01,1999-11-29,1998-04-05,77.9673744871182,Hardwarecompatiability,GoodRouter,ManyDevices,NoAnomaly
612,1.14715208487133,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-04-16,2004-12-18,2001-07-12,121.106202411588,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
127,0.497774228972906,Compatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2012-10-07,2013-08-11,2010-11-29,99.1208030596449,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
535,1.92753843191392,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2005-06-05,2005-09-22,2004-11-03,110.964371489471,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
293,0.133564052088673,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2015-07-08,2016-08-30,2014-12-23,68.0074653880228,Hardwarecompatiability,GoodRouter,ManyDevices,AnomMostLikely
585,1.46481608845111,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2013-04-12,2014-01-10,2012-12-08,21.3876246544416,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
75,2.35919847612685,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2011-10-28,2012-03-17,2010-06-03,33.7122220204518,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
299,1.0855432797653,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2003-07-18,2004-12-03,2003-05-31,22.3183853394029,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
301,2.91130175655748,Compatiable,AuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2006-09-21,2006-12-30,2006-04-25,123.259785670978,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
684,1.62248585942016,Compatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2010-04-25,2011-03-02,2008-10-13,44.551969153759,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
267,1.53397607620152,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2001-11-14,2003-04-15,2000-03-16,56.5379113640167,HardwareIncompatiability,GoodRouter,ManyDevices,AnomLikely
701,0.913320381710752,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2003-10-15,2005-01-19,2002-09-03,15.2289556943053,Hardwarecompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
126,2.67679923941353,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2007-10-03,2008-05-24,2006-09-10,139.108061662327,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
298,0.904619668230554,Compatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,IneffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2014-06-25,2016-04-10,2012-12-30,108.000329362499,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
743,1.03055696317264,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-03-18,2006-10-21,2004-03-14,67.9850352237821,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
612,0.912712512646471,InCompatiable,AuthorizedAccess,OverSubscription,PoorDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,DefinedFileLimits,ProperFirewalls,2011-01-07,2012-04-05,2009-12-06,41.1332895104873,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomMostLikely
320,2.73492928631751,Compatiable,AuthorizedAccess,ReasonableSubscription,PoorDesign,NotProneToHackers,CommonProtocol,IneffectiveProtocol,DefinedFileLimits,ImProperFirewalls,2005-03-09,2006-12-03,2003-04-19,107.156053243392,HardwareIncompatiability,OutdatedRouter,ReasonableDevices,AnomLikely
297,1.72966392551931,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,NotProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2015-05-03,2015-12-27,2013-12-04,118.256893273807,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
524,0.085081976543099,InCompatiable,UnAuthorizedAccess,ReasonableSubscription,GoodDesign,ProneToHackers,OwnProtocol,IneffectiveProtocol,UnDefinedFileLimits,ImProperFirewalls,2013-03-05,2014-05-08,2012-08-21,123.068187576257,HardwareIncompatiability,GoodRouter,ManyDevices,AnomMostLikely
503,1.47914724757698,InCompatiable,AuthorizedAccess,ReasonableSubscription,GoodDesign,NotProneToHackers,OwnProtocol,EffectiveProtocol,DefinedFileLimits,ProperFirewalls,2014-12-20,2015-01-19,2013-02-06,55.108790047635,Hardwarecompatiability,OutdatedRouter,ManyDevices,AnomLikely
429,2.37957229476907,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,OwnProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2005-02-14,2005-11-30,2003-04-21,42.5935956254056,Hardwarecompatiability,GoodRouter,ReasonableDevices,AnomLikely
618,2.48773712953317,InCompatiable,UnAuthorizedAccess,OverSubscription,GoodDesign,ProneToHackers,CommonProtocol,EffectiveProtocol,UnDefinedFileLimits,ProperFirewalls,2013-12-07,2015-03-28,2013-11-09,60.7562323983316,HardwareIncompatiability,GoodRouter,ReasonableDevices,AnomLikely
